fpr,tpr,thresholds
0.0,0.0,2.0
0.0,0.008960573476702509,1.0
0.0,0.010752688172043012,0.9999999
0.0,0.014336917562724014,0.99999976
0.0,0.017921146953405017,0.9999995
0.0,0.023297491039426525,0.9999994
0.0,0.05197132616487455,0.9999937
0.0,0.05555555555555555,0.99999225
0.0,0.05734767025089606,0.99999213
0.0,0.06093189964157706,0.99999154
0.0,0.06630824372759857,0.9999895
0.0,0.06989247311827956,0.9999887
0.0,0.07168458781362007,0.9999881
0.0,0.07526881720430108,0.99998724
0.0,0.11469534050179211,0.9999641
0.0,0.11827956989247312,0.99996364
0.0,0.15232974910394265,0.9999349
0.0009689922480620155,0.15232974910394265,0.9999343
0.0009689922480620155,0.15412186379928317,0.99993396
0.0009689922480620155,0.15770609318996415,0.9999335
0.0009689922480620155,0.18996415770609318,0.9998902
0.0009689922480620155,0.1935483870967742,0.9998888
0.0009689922480620155,0.20430107526881722,0.9998679
0.0009689922480620155,0.2078853046594982,0.99986494
0.0009689922480620155,0.24014336917562723,0.999814
0.0009689922480620155,0.24372759856630824,0.99981374
0.0009689922480620155,0.32437275985663083,0.9995623
0.0009689922480620155,0.3279569892473118,0.99955875
0.0009689922480620155,0.546594982078853,0.9977216
0.001937984496124031,0.546594982078853,0.9976815
0.001937984496124031,0.6164874551971327,0.99651116
0.0029069767441860465,0.6164874551971327,0.99650097
0.0029069767441860465,0.6397849462365591,0.995886
0.003875968992248062,0.6397849462365591,0.9958288
0.003875968992248062,0.7293906810035843,0.99169487
0.0048449612403100775,0.7293906810035843,0.9913032
0.0048449612403100775,0.7491039426523297,0.9896321
0.005813953488372093,0.7491039426523297,0.989571
0.005813953488372093,0.7544802867383512,0.98903394
0.006782945736434108,0.7544802867383512,0.98847175
0.006782945736434108,0.7688172043010753,0.98763764
0.007751937984496124,0.7688172043010753,0.9875535
0.007751937984496124,0.7741935483870968,0.9868313
0.00872093023255814,0.7741935483870968,0.9865839
0.00872093023255814,0.7921146953405018,0.9852187
0.009689922480620155,0.7921146953405018,0.985158
0.009689922480620155,0.7939068100358423,0.9849454
0.01065891472868217,0.7939068100358423,0.9841865
0.01065891472868217,0.8100358422939068,0.98203063
0.011627906976744186,0.8100358422939068,0.9816073
0.011627906976744186,0.8512544802867383,0.97010267
0.012596899224806201,0.8512544802867383,0.9697815
0.012596899224806201,0.8548387096774194,0.969303
0.013565891472868217,0.8548387096774194,0.9690355
0.013565891472868217,0.8584229390681004,0.96839565
0.014534883720930232,0.8584229390681004,0.968334
0.014534883720930232,0.8602150537634409,0.9676837
0.015503875968992248,0.8602150537634409,0.96707684
0.015503875968992248,0.8673835125448028,0.9630692
0.016472868217054265,0.8673835125448028,0.96206284
0.016472868217054265,0.8906810035842294,0.94838303
0.01937984496124031,0.8906810035842294,0.9460634
0.01937984496124031,0.899641577060932,0.9372404
0.020348837209302327,0.899641577060932,0.93197733
0.020348837209302327,0.9050179211469535,0.92504174
0.02131782945736434,0.9050179211469535,0.924651
0.02131782945736434,0.910394265232975,0.9203758
0.022286821705426358,0.910394265232975,0.91970056
0.022286821705426358,0.921146953405018,0.8942097
0.023255813953488372,0.921146953405018,0.89140797
0.023255813953488372,0.9336917562724014,0.8613477
0.025193798449612403,0.9336917562724014,0.8545862
0.025193798449612403,0.942652329749104,0.82246804
0.02616279069767442,0.942652329749104,0.82160956
0.02616279069767442,0.9516129032258065,0.79621416
0.027131782945736434,0.9516129032258065,0.7913093
0.027131782945736434,0.9587813620071685,0.68074787
0.03294573643410853,0.9587813620071685,0.6122723
0.03294573643410853,0.9623655913978495,0.57633215
0.03391472868217054,0.9623655913978495,0.56998163
0.03391472868217054,0.9659498207885304,0.55400103
0.03488372093023256,0.9659498207885304,0.51314545
0.03488372093023256,0.967741935483871,0.5051593
0.035852713178294575,0.967741935483871,0.49865726
0.035852713178294575,0.9695340501792115,0.48067108
0.03682170542635659,0.9695340501792115,0.45914653
0.03682170542635659,0.9713261648745519,0.44856218
0.0377906976744186,0.9713261648745519,0.4034528
0.0377906976744186,0.9731182795698925,0.38707197
0.03972868217054264,0.9731182795698925,0.36153242
0.03972868217054264,0.9767025089605734,0.34775692
0.0436046511627907,0.9767025089605734,0.22640316
0.0436046511627907,0.9802867383512545,0.16912384
0.044573643410852716,0.9802867383512545,0.16763453
0.044573643410852716,0.982078853046595,0.14567944
0.045542635658914726,0.982078853046595,0.1386409
0.045542635658914726,0.985663082437276,0.12674019
0.05329457364341085,0.985663082437276,0.07142979
0.05329457364341085,0.9874551971326165,0.068399414
0.06201550387596899,0.9874551971326165,0.056308344
0.06201550387596899,0.9910394265232975,0.052495264
0.06589147286821706,0.9910394265232975,0.04286385
0.06589147286821706,0.992831541218638,0.04159905
0.10271317829457365,0.992831541218638,0.014986425
0.10271317829457365,0.9946236559139785,0.014283988
0.12112403100775193,0.9946236559139785,0.0072307545
0.12112403100775193,0.996415770609319,0.007182551
0.1686046511627907,0.996415770609319,0.0026417992
0.1686046511627907,0.9982078853046595,0.002590869
0.19670542635658914,0.9982078853046595,0.001460452
0.19670542635658914,1.0,0.0014382979
1.0,1.0,9.536689e-13
