fpr,tpr,thresholds
0.0,0.0,2.0
0.0,0.0018975332068311196,1.0
0.0,0.017077798861480076,0.99999976
0.0,0.03415559772296015,0.99999654
0.0,0.03795066413662239,0.9999951
0.0,0.11385199240986717,0.9999081
0.0,0.11764705882352941,0.99990726
0.0,0.1366223908918406,0.99988806
0.0,0.14041745730550284,0.9998871
0.0,0.15749525616698293,0.99987376
0.0,0.16129032258064516,0.999871
0.0,0.21631878557874762,0.99981505
0.0,0.22011385199240988,0.9998129
0.0,0.2732447817836812,0.99971205
0.0,0.27703984819734345,0.9997104
0.0,0.4497153700189753,0.99923146
0.0,0.45351043643263755,0.99923074
0.0,0.5294117647058824,0.99880517
0.0,0.5332068311195446,0.9987833
0.0,0.6337760910815939,0.9980203
0.0009606147934678194,0.6337760910815939,0.998005
0.0009606147934678194,0.6963946869070209,0.9972785
0.0019212295869356388,0.6963946869070209,0.99708706
0.0019212295869356388,0.715370018975332,0.9966086
0.002881844380403458,0.715370018975332,0.99656266
0.002881844380403458,0.7267552182163188,0.9962812
0.0038424591738712775,0.7267552182163188,0.9962548
0.0038424591738712775,0.8064516129032258,0.99369025
0.004803073967339097,0.8064516129032258,0.9934521
0.004803073967339097,0.8121442125237192,0.99323785
0.005763688760806916,0.8121442125237192,0.99311584
0.005763688760806916,0.8159392789373814,0.99291974
0.0067243035542747355,0.8159392789373814,0.9929154
0.0067243035542747355,0.8178368121442126,0.9927158
0.007684918347742555,0.8178368121442126,0.992671
0.007684918347742555,0.8823529411764706,0.98135847
0.008645533141210375,0.8823529411764706,0.9809763
0.008645533141210375,0.888045540796964,0.9791976
0.009606147934678195,0.888045540796964,0.97918874
0.009606147934678195,0.8918406072106262,0.97807366
0.010566762728146013,0.8918406072106262,0.978017
0.010566762728146013,0.9032258064516129,0.97114336
0.011527377521613832,0.9032258064516129,0.9702967
0.011527377521613832,0.905123339658444,0.97021806
0.012487992315081652,0.905123339658444,0.9699634
0.012487992315081652,0.9089184060721063,0.9690475
0.01440922190201729,0.9089184060721063,0.96688163
0.01440922190201729,0.9127134724857685,0.964843
0.01536983669548511,0.9127134724857685,0.9647383
0.01536983669548511,0.9184060721062619,0.9562413
0.01729106628242075,0.9184060721062619,0.95035857
0.01729106628242075,0.9392789373814042,0.85857636
0.01825168107588857,0.9392789373814042,0.8463187
0.01825168107588857,0.9411764705882353,0.8335891
0.020172910662824207,0.9411764705882353,0.7891726
0.020172910662824207,0.9449715370018975,0.7640012
0.021133525456292025,0.9449715370018975,0.74951756
0.021133525456292025,0.9563567362428842,0.625205
0.022094140249759846,0.9563567362428842,0.59859794
0.022094140249759846,0.9582542694497154,0.5678874
0.023054755043227664,0.9582542694497154,0.54914665
0.023054755043227664,0.9620493358633776,0.44779673
0.024015369836695485,0.9620493358633776,0.439091
0.024015369836695485,0.9639468690702088,0.42859972
0.026897214217098942,0.9639468690702088,0.38507083
0.026897214217098942,0.9658444022770398,0.3668393
0.0393852065321806,0.9658444022770398,0.08785897
0.0393852065321806,0.967741935483871,0.08684278
0.040345821325648415,0.967741935483871,0.07584691
0.040345821325648415,0.969639468690702,0.075119235
0.04226705091258405,0.969639468690702,0.0745284
0.04226705091258405,0.9715370018975332,0.07414321
0.043227665706051875,0.9715370018975332,0.06706146
0.043227665706051875,0.9753320683111955,0.06037838
0.04418828049951969,0.9753320683111955,0.06025299
0.04418828049951969,0.9772296015180265,0.05087161
0.04707012487992315,0.9772296015180265,0.037996043
0.04707012487992315,0.9829222011385199,0.029027889
0.04899135446685879,0.9829222011385199,0.02440687
0.04899135446685879,0.9848197343453511,0.024181666
0.05187319884726225,0.9848197343453511,0.02088404
0.05187319884726225,0.9867172675521821,0.018579485
0.053794428434197884,0.9867172675521821,0.01840222
0.053794428434197884,0.9905123339658444,0.015605987
0.05475504322766571,0.9905123339658444,0.014969697
0.05475504322766571,0.9924098671726755,0.011605832
0.05859750240153699,0.9924098671726755,0.010564781
0.05859750240153699,0.9943074003795066,0.010177895
0.07684918347742556,0.9943074003795066,0.0034708255
0.07684918347742556,0.9962049335863378,0.0034671612
0.20941402497598463,0.9962049335863378,0.0003759633
0.20941402497598463,0.9981024667931688,0.00037590033
0.22094140249759847,0.9981024667931688,0.00033543917
0.22094140249759847,1.0,0.00033182328
1.0,1.0,5.948775e-09
