model;base;tempo_treino;tempo_pred;full_retrain;accuracy_test;accuracy_test_diff;accuracy_train;accuracy_val;img_size;seed;precision_COVID-19;recall_COVID-19;f1_COVID-19;precision_Normal;recall_Normal;f1_Normal;precision_Opacity;recall_Opacity;f1_Opacity;Class_Repo_Train;Class_Repo_Val;Class_Repo_Test;Class_Repo_Test_diff;F_Score_Train;F_Score_Val;F_Score_Test;F_Score_Test_diff;confusion_matrix_train;confusion_matrix_val;confusion_matrix_test;confusion_matrix_test_diff;epochs;augmentation;dropout;opt;base_learn_rate;id
cache/tl_densenet121_finetune.h5;Cohen-BIMCV-Kaggle-OCT;24683.467220306396;;True;;;0.9704954244241085;0.9690851735015773;(300, 300, 3);587;;;;;;;;;;{'Opacity': {'precision': 0.975574188844331, 'recall': 0.959483685908928, 'f1-score': 0.9674620390455532, 'support': 2789}, 'COVID-19': {'precision': 0.9673532841041586, 'recall': 0.9880905121079794, 'f1-score': 0.9776119402985075, 'support': 2519}, 'Normal': {'precision': 0.9647749510763209, 'recall': 0.9572815533980582, 'f1-score': 0.9610136452241715, 'support': 1030}, 'accuracy': 0.9704954244241085, 'macro avg': {'precision': 0.9692341413416035, 'recall': 0.9682852504716551, 'f1-score': 0.9686958748560773, 'support': 6338}, 'weighted avg': {'precision': 0.9705518357453181, 'recall': 0.9704954244241085, 'f1-score': 0.9704481159815219, 'support': 6338}};{'Opacity': {'precision': 0.9690265486725663, 'recall': 0.9605263157894737, 'f1-score': 0.9647577092511014, 'support': 684}, 'COVID-19': {'precision': 0.9789473684210527, 'recall': 0.9893617021276596, 'f1-score': 0.9841269841269842, 'support': 658}, 'Normal': {'precision': 0.9421487603305785, 'recall': 0.9382716049382716, 'f1-score': 0.9402061855670103, 'support': 243}, 'accuracy': 0.9690851735015773, 'macro avg': {'precision': 0.9633742258080659, 'recall': 0.9627198742851348, 'f1-score': 0.9630302929816986, 'support': 1585}, 'weighted avg': {'precision': 0.9690244015605164, 'recall': 0.9690851735015773, 'f1-score': 0.9690346572719826, 'support': 1585}};;;(0.9692341413416035, 0.9682852504716551, 0.9686958748560773, None);(0.9633742258080659, 0.9627198742851348, 0.9630302929816986, None);;;"[[2676   78   35]
 [  29 2489    1]
 [  38    6  986]]";"[[657  13  14]
 [  7 651   0]
 [ 14   1 228]]";;;150;simple;0.5;Adam;0.001;6
